"","consent","demo_party","demo_party_forced","demo_ideology","demo_pol_forced","demo_gender","subject_rid","age","gender","hhi","ethnicity","hispanic","education","political_party","region","zip","question","ideology","headline","headline_text","ideology_num","headline_politics","answer_num","batch","group"
"1.5...745","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Male","7905533542","","","","","","","","","",5,"","Dem_x3","Trump lashes out at Vanity Fair, one day after it lambastes his restaurant",-99,"Dem",1,"2","politics"
"2.5...746","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat conservative","Right or center-right","Female","2295178008","","","","","","","","","",5,"","Rep_8","76 Percent of Viewers Approve President Trump's State of the Union Speech",-99,"Rep",-1,"2","politics"
"3.5...747","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","8338427706","","","","","","","","","",5,"more favorable to Liberals","Dem_10","Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million",-1,"Dem",-1,"2","ideology"
"4.5...748","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Female","2716234843","","","","","","","","","",5,"more favorable to Liberals","Dem_8","US Budget Deficit Running 41.8 Percent above Last Year",-1,"Dem",-1,"2","ideology"
"5.5...749","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat conservative","Right or center-right","Male","1269469289","","","","","","","","","",5,"","Dem_2","Undeniable Warming: The Planet's Hottest Five Years on Record",-99,"Dem",0,"2","politics"
"6.5...750","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","7576383082","","","","","","","","","",5,"","Rep_6","Illegal Immigration Expected to Hit Highest Level Since George W. Bush",-99,"Rep",1,"2","politics"
"7.5...751","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Female","5903513641","","","","","","","","","",5,"more favorable to Liberals","Rep_x1","Companies are already canceling plans to move U.S. jobs abroad",-1,"Rep",-1,"2","ideology"
"8.5...752","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","869536526","","","","","","","","","",5,"more favorable to Conservatives","Dem_1","Justice Dept. Officials Had Discussions About Pushing Trump Out",1,"Dem",1,"2","ideology"
"9.5...753","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","3777612108","","","","","","","","","",5,"","Rep_2","Northam Got Nearly $2 Million in Donations from Planned Parenthood",-99,"Rep",0,"2","politics"
"10.5...754","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat conservative","Right or center-right","Male","9040488801","","","","","","","","","",5,"more favorable to Liberals","Dem_x3","Trump lashes out at Vanity Fair, one day after it lambastes his restaurant",-1,"Dem",-1,"2","ideology"
"11.5...755","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","5722454837","","","","","","","","","",5,"","Dem_x3","Trump lashes out at Vanity Fair, one day after it lambastes his restaurant",-99,"Dem",-1,"2","politics"
"12.5...756","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat conservative","Right or center-right","Male","5121010677","","","","","","","","","",5,"","Rep_x1","Companies are already canceling plans to move U.S. jobs abroad",-99,"Rep",-1,"2","politics"
"13.5...757","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","3693651091","","","","","","","","","",5,"more favorable to Conservatives","Rep_x3","At GOP convention finale, Donald Trump vows to protect LGBTQ community",1,"Rep",1,"2","ideology"
"14.5...758","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","6406100467","","","","","","","","","",5,"","Dem_2","Undeniable Warming: The Planet's Hottest Five Years on Record",-99,"Dem",-1,"2","politics"
"15.5...759","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Other","5381216262","","","","","","","","","",5,"","Dem_3","Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.",-99,"Dem",0,"2","politics"
"16.5...760","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Female","4395935228","","","","","","","","","",5,"","Dem_10","Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million",-99,"Dem",-1,"2","politics"
"17.5...761","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat liberal","Left or center-left","Male","5070985486","","","","","","","","","",5,"balanced / non-political","Dem_4","Since Parkland There's Been a School Shooting, on Average, Every 12 Days",0,"Dem",0,"2","ideology"
"18.5...762","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","1687962804","","","","","","","","","",5,"more favorable to Conservatives","Rep_x3","At GOP convention finale, Donald Trump vows to protect LGBTQ community",1,"Rep",1,"2","ideology"
"19.5...763","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Female","8861068808","","","","","","","","","",5,"","Dem_9","Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers",-99,"Dem",1,"2","politics"
"20.5...764","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Female","305686198","","","","","","","","","",5,"","Rep_3","Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates",-99,"Rep",1,"2","politics"
"21.5...765","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","liberal","Right or center-right","Male","638715388","","","","","","","","","",5,"more favorable to Conservatives","Rep_4","Investors Pulled Record $25 Billion from US Stock ETFs in January",1,"Rep",1,"2","ideology"
"22.5...766","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","2474431563","","","","","","","","","",5,"more favorable to Liberals","Rep_6","Illegal Immigration Expected to Hit Highest Level Since George W. Bush",-1,"Rep",-1,"2","ideology"
"23.5...767","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Female","3730491167","","","","","","","","","",5,"","Rep_7","America Created 304,000 Jobs in January, Smashing Estimates",-99,"Rep",0,"2","politics"
"24.5...768","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","2231133706","","","","","","","","","",5,"more favorable to Liberals","Dem_2","Undeniable Warming: The Planet's Hottest Five Years on Record",-1,"Dem",-1,"2","ideology"
"25.5...769","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","conservative","Left or center-left","Male","8937568874","","","","","","","","","",5,"balanced / non-political","Dem_8","US Budget Deficit Running 41.8 Percent above Last Year",0,"Dem",0,"2","ideology"
"26.5...770","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Female","6934492783","","","","","","","","","",5,"","Dem_x2","North Carolina Republicans push legislation to hobble incoming Democratic governor",-99,"Dem",1,"2","politics"
"27.5","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Female","5008790866","","","","","","","","","",5,"","Rep_x1","Companies are already canceling plans to move U.S. jobs abroad",-99,"Rep",-1,"2","politics"
"28.5","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Democrat","liberal","Left or center-left","Male","9037735313","","","","","","","","","",5,"more favorable to Conservatives","Dem_9","Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers",1,"Dem",1,"2","ideology"
"29.5","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","conservative","Right or center-right","Male","4263140042","","","","","","","","","",5,"balanced / non-political","Rep_9","Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%",0,"Rep",0,"2","ideology"
"30.5","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","4454459408","","","","","","","","","",5,"","Dem_4","Since Parkland There's Been a School Shooting, on Average, Every 12 Days",-99,"Dem",0,"2","politics"
"31.5","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","881859437","","","","","","","","","",5,"","Dem_2","Undeniable Warming: The Planet's Hottest Five Years on Record",-99,"Dem",-1,"2","politics"
