study,group,question,answer,submit_time,source,source_politics,source_alignment,headline,headline_type,headline_politics,headline_alignment,subject_id,subject_politics,demo_party,demo_ideology,demo_ideology_forced,demo_gender,demo_education,demo_birthyear,demo_age,relevant_for_analysis,source_familiarity,source_trust,source_trust_num
Study 1,control,15,TRUE,7.784,fox,conservative,FALSE,Rep_2,Rep,conservative,FALSE,study_1_111,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,Not at all,0
Study 1,control,15,FALSE,6.974,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_113,conservative,Independent,somewhat conservative,Right or center-right,Female,"Master’s degree (e.g. MA, MS)",1983,36,TRUE,yes,Not at all,0
Study 1,control,15,TRUE,7.351,nyt,liberal,FALSE,Dem_1,Dem,liberal,FALSE,study_1_117,conservative,Republican,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1976,43,TRUE,yes,A lot,0.75
Study 1,bonus,15,TRUE,6.961,nyt,liberal,TRUE,Rep_3,Rep,conservative,FALSE,study_1_118,liberal,Other,liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1995,24,TRUE,yes,A lot,0.75
Study 1,bonus,15,TRUE,8.473,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_119,conservative,Republican,conservative,Right or center-right,Male,"Professional degree (e.g. MD, JD)",1985,34,TRUE,yes,A lot,0.75
Study 1,control,15,TRUE,8.052,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_131,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1981,38,TRUE,yes,A lot,0.75
Study 1,bonus,15,TRUE,8.013,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_133,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,A lot,0.75
Study 1,control,15,TRUE,6.84,fox,conservative,FALSE,Dem_1,Dem,liberal,TRUE,study_1_134,liberal,Independent,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1983,36,TRUE,yes,Barely,0.25
Study 1,bonus,15,TRUE,7.751,fox,conservative,TRUE,Dem_2,Dem,liberal,FALSE,study_1_137,conservative,Republican,somewhat conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1988,31,TRUE,yes,Barely,0.25
Study 1,control,15,FALSE,11.795,nyt,liberal,FALSE,Dem_1,Dem,liberal,FALSE,study_1_140,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1967,52,TRUE,yes,Somewhat,0.5
Study 1,control,15,TRUE,6.184,nyt,liberal,FALSE,Dem_1,Dem,liberal,FALSE,study_1_141,conservative,Independent,no opinion,Right or center-right,Male,High school degree or equivalent (e.g. GED),1995,24,TRUE,yes,Barely,0.25
Study 1,control,15,TRUE,11.931,fox,conservative,TRUE,Dem_1,Dem,liberal,FALSE,study_1_142,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1996,23,TRUE,yes,A lot,0.75
Study 1,bonus,15,FALSE,9.757,fox,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_1_145,liberal,Democrat,liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1974,45,TRUE,yes,Not at all,0
Study 1,control,15,FALSE,15.007,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_147,conservative,Independent,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,Entirely,1
Study 1,control,15,TRUE,8.297,nyt,liberal,FALSE,Dem_1,Dem,liberal,FALSE,study_1_150,conservative,Republican,conservative,Right or center-right,Female,"Doctorate (e.g. PhD, EdD)",1986,33,TRUE,yes,Entirely,1
Study 1,control,15,TRUE,7.69,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_151,conservative,Independent,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1958,61,TRUE,yes,Somewhat,0.5
Study 1,bonus,15,TRUE,7.773,fox,conservative,FALSE,Dem_1,Dem,liberal,TRUE,study_1_152,liberal,Democrat,somewhat liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1981,38,TRUE,yes,Somewhat,0.5
Study 1,control,15,TRUE,6.539,nyt,liberal,FALSE,Dem_2,Dem,liberal,FALSE,study_1_153,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,Not at all,0
Study 1,bonus,15,TRUE,7.226,nyt,liberal,FALSE,Dem_3,Dem,liberal,FALSE,study_1_154,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1986,33,TRUE,yes,A lot,0.75
Study 1,control,15,TRUE,6.908,nyt,liberal,TRUE,Rep_3,Rep,conservative,FALSE,study_1_158,liberal,Independent,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1995,24,TRUE,yes,Somewhat,0.5
Study 1,control,15,FALSE,6.649,fox,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_1_159,liberal,Independent,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,Not at all,0
Study 1,bonus,15,TRUE,11.688,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_160,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1959,60,TRUE,yes,A lot,0.75
Study 1,bonus,15,TRUE,7.157,nyt,liberal,FALSE,Rep_3,Rep,conservative,TRUE,study_1_163,conservative,Independent,conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1969,50,TRUE,yes,Somewhat,0.5
Study 1,control,15,TRUE,12.372,nyt,liberal,TRUE,Dem_3,Dem,liberal,TRUE,study_1_166,liberal,Democrat,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1982,37,TRUE,yes,Somewhat,0.5
Study 1,bonus,15,TRUE,8.293,nyt,liberal,FALSE,Dem_3,Dem,liberal,FALSE,study_1_178,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1969,50,TRUE,yes,Barely,0.25
Study 1,bonus,15,TRUE,6.781,nyt,liberal,FALSE,Dem_2,Dem,liberal,FALSE,study_1_179,conservative,Republican,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1988,31,TRUE,yes,Somewhat,0.5
Study 1,control,15,TRUE,6.851,nyt,liberal,FALSE,Dem_3,Dem,liberal,FALSE,study_1_181,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1970,49,TRUE,yes,Somewhat,0.5
Study 1,bonus,15,TRUE,6.784,nyt,liberal,FALSE,Rep_1,Rep,conservative,TRUE,study_1_187,conservative,Democrat,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1978,41,TRUE,yes,Somewhat,0.5
Study 1,bonus,15,TRUE,7.139,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_199,liberal,Independent,no opinion,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1981,38,TRUE,yes,Somewhat,0.5
Study 1,bonus,15,FALSE,9.171,fox,conservative,FALSE,Rep_2,Rep,conservative,FALSE,study_1_207,liberal,Republican,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1973,46,TRUE,yes,Somewhat,0.5
Study 1,control,15,TRUE,8.86,fox,conservative,FALSE,Dem_2,Dem,liberal,TRUE,study_1_208,liberal,Democrat,somewhat liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1966,53,TRUE,yes,Barely,0.25
Study 1,control,15,FALSE,9.294,fox,conservative,TRUE,Dem_1,Dem,liberal,FALSE,study_1_209,conservative,Republican,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1962,57,TRUE,yes,A lot,0.75
Study 1,control,15,TRUE,7.315,nyt,liberal,TRUE,Dem_3,Dem,liberal,TRUE,study_1_212,liberal,Independent,somewhat liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1973,46,TRUE,yes,Somewhat,0.5
Study 1,bonus,15,FALSE,6.538,nyt,liberal,TRUE,Rep_1,Rep,conservative,FALSE,study_1_220,liberal,Republican,conservative,Left or center-left,Male,"Master’s degree (e.g. MA, MS)",1990,29,TRUE,no,Not at all,0
Study 1,bonus,15,FALSE,8.232,nyt,liberal,TRUE,Rep_3,Rep,conservative,FALSE,study_1_225,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1974,45,TRUE,yes,Entirely,1
Study 1,bonus,15,FALSE,9.879,fox,conservative,TRUE,Dem_1,Dem,liberal,FALSE,study_1_232,conservative,Republican,conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1976,43,TRUE,yes,Entirely,1
Study 1,bonus,15,TRUE,6.834,fox,conservative,TRUE,Dem_1,Dem,liberal,FALSE,study_1_234,conservative,Other,no opinion,Right or center-right,Male,High school degree or equivalent (e.g. GED),1969,50,TRUE,yes,Barely,0.25
Study 1,control,15,FALSE,6.468,nyt,liberal,FALSE,Dem_3,Dem,liberal,FALSE,study_1_236,conservative,Republican,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1975,44,TRUE,yes,Barely,0.25
Study 1,control,15,FALSE,10.41,nyt,liberal,FALSE,Rep_2,Rep,conservative,TRUE,study_1_238,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,Somewhat,0.5
Study 1,control,15,TRUE,15.108,nyt,liberal,TRUE,Rep_1,Rep,conservative,FALSE,study_1_239,liberal,Democrat,somewhat conservative,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1991,28,TRUE,yes,A lot,0.75
Study 1,control,15,TRUE,8.688,nyt,liberal,TRUE,Dem_1,Dem,liberal,TRUE,study_1_242,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1989,30,TRUE,yes,Entirely,1
Study 1,bonus,15,TRUE,6.463,nyt,liberal,FALSE,Rep_1,Rep,conservative,TRUE,study_1_243,conservative,Independent,somewhat conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1968,51,TRUE,yes,Not at all,0
Study 1,bonus,15,TRUE,15.023,fox,conservative,TRUE,Dem_2,Dem,liberal,FALSE,study_1_245,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1953,66,TRUE,yes,Somewhat,0.5
Study 1,bonus,15,FALSE,7.326,nyt,liberal,TRUE,Rep_2,Rep,conservative,FALSE,study_1_247,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1970,49,TRUE,yes,Somewhat,0.5
Study 1,bonus,15,TRUE,15.206,fox,conservative,FALSE,Dem_1,Dem,liberal,TRUE,study_1_249,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1985,34,TRUE,yes,Not at all,0
Study 1,control,15,TRUE,9.743,nyt,liberal,FALSE,Rep_3,Rep,conservative,TRUE,study_1_250,conservative,Independent,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1989,30,TRUE,yes,Somewhat,0.5
Study 1,control,15,TRUE,10.025,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_252,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1991,28,TRUE,yes,Entirely,1
Study 1,control,15,TRUE,7.461,nyt,liberal,TRUE,Rep_3,Rep,conservative,FALSE,study_1_254,liberal,Other,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1981,38,TRUE,yes,Barely,0.25
Study 1,control,15,FALSE,7.847,nyt,liberal,FALSE,Dem_3,Dem,liberal,FALSE,study_1_259,conservative,Independent,somewhat conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1969,50,TRUE,yes,Barely,0.25
Study 1,control,15,TRUE,15.007,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_265,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1988,31,TRUE,yes,Entirely,1
Study 1,control,15,TRUE,7.124,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_267,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1991,28,TRUE,yes,Entirely,1
Study 1,control,15,FALSE,7.122,fox,conservative,FALSE,Dem_3,Dem,liberal,TRUE,study_1_268,liberal,Independent,somewhat liberal,Left or center-left,Female,"Associate degree (e.g. AA, AS)",1991,28,TRUE,yes,Barely,0.25
Study 1,control,15,TRUE,6.832,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_269,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,Entirely,1
Study 1,bonus,15,FALSE,7.024,nyt,liberal,TRUE,Rep_3,Rep,conservative,FALSE,study_1_270,liberal,Democrat,liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1993,26,TRUE,yes,Somewhat,0.5
Study 1,control,15,FALSE,10.321,fox,conservative,FALSE,Dem_1,Dem,liberal,TRUE,study_1_284,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Master’s degree (e.g. MA, MS)",1988,31,TRUE,yes,A lot,0.75
Study 1,control,15,TRUE,7.357,nyt,liberal,FALSE,Rep_1,Rep,conservative,TRUE,study_1_287,conservative,Independent,conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1984,35,TRUE,yes,A lot,0.75
Study 1,control,15,FALSE,6.875,nyt,liberal,TRUE,Rep_2,Rep,conservative,FALSE,study_1_300,liberal,Democrat,liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1985,34,TRUE,yes,Somewhat,0.5
Study 1,bonus,15,TRUE,7.008,fox,conservative,FALSE,Dem_1,Dem,liberal,TRUE,study_1_308,liberal,Independent,somewhat conservative,Left or center-left,Male,"Master’s degree (e.g. MA, MS)",1985,34,TRUE,yes,Barely,0.25
Study 1,control,15,TRUE,6.362,nyt,liberal,FALSE,Rep_3,Rep,conservative,TRUE,study_1_314,conservative,Independent,somewhat conservative,Right or center-right,Female,"Master’s degree (e.g. MA, MS)",1983,36,TRUE,yes,Entirely,1
Study 1,bonus,15,TRUE,11.968,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_316,conservative,Independent,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,Somewhat,0.5
Study 1,control,15,TRUE,7.317,nyt,liberal,TRUE,Dem_1,Dem,liberal,TRUE,study_1_317,liberal,Republican,somewhat conservative,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1981,38,TRUE,yes,Entirely,1
Study 1,bonus,15,FALSE,7.887,nyt,liberal,TRUE,Rep_2,Rep,conservative,FALSE,study_1_321,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1992,27,TRUE,yes,Somewhat,0.5
Study 1,bonus,15,FALSE,6.921,fox,conservative,FALSE,Rep_2,Rep,conservative,FALSE,study_1_323,liberal,Democrat,liberal,Left or center-left,Male,"Doctorate (e.g. PhD, EdD)",1971,48,TRUE,yes,Barely,0.25
Study 1,bonus,15,FALSE,7.161,nyt,liberal,FALSE,Dem_2,Dem,liberal,FALSE,study_1_324,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1988,31,TRUE,yes,Barely,0.25
Study 1,bonus,15,FALSE,8.485,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_1_325,conservative,Independent,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1971,48,TRUE,yes,A lot,0.75
Study 1,bonus,15,FALSE,15.051,fox,conservative,TRUE,Dem_1,Dem,liberal,FALSE,study_1_330,conservative,Republican,conservative,Right or center-right,Male,"Professional degree (e.g. MD, JD)",1984,35,TRUE,yes,Somewhat,0.5
Study 1,bonus,15,TRUE,6.931,nyt,liberal,TRUE,Rep_1,Rep,conservative,FALSE,study_1_331,liberal,Democrat,liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1987,32,TRUE,yes,A lot,0.75
Study 1,bonus,15,TRUE,7.605,nyt,liberal,FALSE,Rep_3,Rep,conservative,TRUE,study_1_337,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1987,32,TRUE,yes,A lot,0.75
Study 1,control,15,TRUE,10.151,nyt,liberal,FALSE,Dem_1,Dem,liberal,FALSE,study_1_339,conservative,Republican,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1973,46,TRUE,yes,A lot,0.75
Study 1,control,15,TRUE,7.413,fox,conservative,FALSE,Dem_1,Dem,liberal,TRUE,study_1_342,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,Not at all,0
Study 1,control,15,FALSE,8.023,nyt,liberal,TRUE,Rep_2,Rep,conservative,FALSE,study_1_344,liberal,Democrat,liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1946,73,TRUE,yes,Entirely,1
Study 1,control,15,FALSE,7.057,fox,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_1_363,liberal,Independent,somewhat conservative,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1968,51,TRUE,yes,Somewhat,0.5
Study 1,bonus,15,FALSE,6.202,nyt,liberal,FALSE,Rep_3,Rep,conservative,TRUE,study_1_364,conservative,Independent,somewhat conservative,Right or center-right,Male,"Professional degree (e.g. MD, JD)",1984,35,TRUE,yes,A lot,0.75
Study 1,control,15,TRUE,5.922,nyt,liberal,FALSE,Dem_3,Dem,liberal,FALSE,study_1_366,conservative,Independent,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,A lot,0.75
Study 1,bonus,15,TRUE,15.208,fox,conservative,TRUE,Dem_3,Dem,liberal,FALSE,study_1_369,conservative,Democrat,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1991,28,TRUE,yes,Barely,0.25
Study 1,control,15,FALSE,7.92,nyt,liberal,TRUE,Rep_2,Rep,conservative,FALSE,study_1_372,liberal,Independent,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1957,62,TRUE,yes,A lot,0.75
Study 1,control,15,TRUE,10.326,nyt,liberal,FALSE,Dem_2,Dem,liberal,FALSE,study_1_376,conservative,Republican,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1978,41,TRUE,yes,Somewhat,0.5
Study 1,bonus,15,TRUE,6.32,nyt,liberal,FALSE,Dem_2,Dem,liberal,FALSE,study_1_377,conservative,Independent,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1993,26,TRUE,yes,A lot,0.75
Study 1,control,15,TRUE,7.699,nyt,liberal,FALSE,Rep_2,Rep,conservative,TRUE,study_1_379,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1948,71,TRUE,yes,Somewhat,0.5
Study 1,control,15,TRUE,6.305,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_383,conservative,Republican,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1994,25,TRUE,yes,Somewhat,0.5
Study 1,bonus,15,TRUE,6.602,nyt,liberal,FALSE,Dem_2,Dem,liberal,FALSE,study_1_386,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,Somewhat,0.5
Study 1,control,15,FALSE,7.392,fox,conservative,TRUE,Dem_1,Dem,liberal,FALSE,study_1_389,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1974,45,TRUE,yes,A lot,0.75
Study 1,control,16,TRUE,6.888,nyt,liberal,TRUE,Dem_3,Dem,liberal,TRUE,study_1_3,liberal,Independent,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1984,35,TRUE,yes,Somewhat,0.5
Study 1,bonus,16,TRUE,7.208,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_4,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1977,42,TRUE,yes,Entirely,1
Study 1,control,16,FALSE,7.087,nyt,liberal,FALSE,Rep_2,Rep,conservative,TRUE,study_1_10,conservative,Independent,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1981,38,TRUE,yes,A lot,0.75
Study 1,bonus,16,TRUE,6.585,nyt,liberal,TRUE,Rep_3,Rep,conservative,FALSE,study_1_16,liberal,Democrat,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1992,27,TRUE,yes,Somewhat,0.5
Study 1,control,16,TRUE,6.437,nyt,liberal,TRUE,Rep_1,Rep,conservative,FALSE,study_1_18,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1984,35,TRUE,yes,Entirely,1
Study 1,bonus,16,TRUE,8.206,fox,conservative,FALSE,Dem_1,Dem,liberal,TRUE,study_1_27,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Associate degree (e.g. AA, AS)",1981,38,TRUE,yes,Not at all,0
Study 1,control,16,TRUE,7.088,nyt,liberal,FALSE,Rep_3,Rep,conservative,TRUE,study_1_28,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1997,22,TRUE,yes,A lot,0.75
Study 1,bonus,16,TRUE,12.853,fox,conservative,FALSE,Dem_2,Dem,liberal,TRUE,study_1_35,liberal,Democrat,liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1989,30,TRUE,yes,Barely,0.25
Study 1,bonus,16,TRUE,6.697,nyt,liberal,FALSE,Rep_1,Rep,conservative,TRUE,study_1_38,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1993,26,TRUE,yes,Somewhat,0.5
Study 1,bonus,16,FALSE,6.254,nyt,liberal,FALSE,Rep_3,Rep,conservative,TRUE,study_1_39,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,A lot,0.75
Study 1,bonus,16,TRUE,6.401,nyt,liberal,FALSE,Dem_3,Dem,liberal,FALSE,study_1_51,conservative,Independent,somewhat conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1987,32,TRUE,yes,Not at all,0
Study 1,control,16,TRUE,8.998,nyt,liberal,TRUE,Rep_1,Rep,conservative,FALSE,study_1_54,liberal,Democrat,liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1980,39,TRUE,yes,Entirely,1
